image,action
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_49 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_49 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_49 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_49 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_5 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_5 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_5 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_5 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_50 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_50 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_50 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_53 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_53 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_53 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_53 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_54 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_54 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_54 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_54 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_55 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_55 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_55 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_55 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_55 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_55 _frame5_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_56 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_56 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_56 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_58 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_58 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_58 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_58 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_63 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_63 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_63 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_63 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_63 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_63 _frame5_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_63 _frame6_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_64 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_64 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_65 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_65 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_65 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_65 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_65 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_65 _frame5_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_66 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_66 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_66 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_66 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_67 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_67 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_67 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_67 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_67 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_68 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_68 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_68 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_68 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_68 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_68 _frame5_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_68 _frame6_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_68 _frame7_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_7 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_7 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_7 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_7 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_71 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_71 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_71 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_74 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_74 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_74 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_76 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_76 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_76 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_76 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_76 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_76 _frame5_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_78 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_78 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_78 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_8 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_8 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_8 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_8 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_80 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_80 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_80 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_80 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_81 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_81 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_81 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_81 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_85 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_85 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_85 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_85 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_85 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_86 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_86 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_86 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_86 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_89 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_89 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_89 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_9 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_9 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_9 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_91 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_91 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_93 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_93 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_93 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_94 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_94 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_94 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_96 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_96 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_96 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_96 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_96 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_97 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_97 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_97 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_97 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_98 _frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_98 _frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_98 _frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_98 _frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\NoAction_98 _frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_1 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_1 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_1 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_1 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_1 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_1 _frame5_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_100 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_100 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_100 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_100 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_100 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_100 _frame5_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_100 _frame6_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_100 _frame7_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_100 _frame8_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_102 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_102 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_102 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_103 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_103 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_103 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_103 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_103 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_105 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_105 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_105 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_106 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_106 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_106 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_106 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_15 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_15 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_15 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_15 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_15 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_16 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_16 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_16 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_17 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_17 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_17 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_17 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_17 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_19 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_19 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_19 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_19 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_19 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_20 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_20 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_20 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_20 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_21 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_21 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_24 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_24 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_25 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_25 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_26 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_26 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_27 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_27 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_27 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_27 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_28 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_28 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_28 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_28 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_29 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_29 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_29 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_3 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_3 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_3 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_3 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_3 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_3 _frame5_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_3 _frame6_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_31 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_31 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_33 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_33 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_34 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_34 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_36 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_36 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_36 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_37 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_37 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_37 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_38 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_38 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_38 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_38 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_4 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_4 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_4 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_4 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_4 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_4 _frame5_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_40 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_40 _frame1_smoke.jpg,smoke
